car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase_boxcox,carlength,sqrt_carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize_boxcox,fuelsystem,boreratio,logmax_stroke,compressionratio_boxcox,log_horsepower,peakrpm,citympg,highwaympg,price_boxcox,price
11,2,bmw 320i,gas,std,two,sedan,rwd,front,0.19724742251789876,176.8,8.049844718999243,54.3,2395,ohc,four,1.028271720953814,mpfi,3.5,0.8628899551470398,0.3253115251395032,4.61512051684126,5800,23,29,1.5885686760031674,16430.0
12,0,bmw 320i,gas,std,four,sedan,rwd,front,0.19724742251789876,176.8,8.049844718999243,54.3,2395,ohc,four,1.028271720953814,mpfi,3.5,0.8628899551470398,0.3253115251395032,4.61512051684126,5800,23,29,1.5886348523030713,16925.0
13,0,bmw x1,gas,std,two,sedan,rwd,front,0.19724742251789876,176.8,8.049844718999243,54.3,2710,ohc,six,1.0320820818498888,mpfi,3.31,0.6830968447064438,0.3253388843073544,4.795790545596741,4250,21,28,1.5890777119300499,20970.0
14,0,bmw x3,gas,std,four,sedan,rwd,front,0.19724742251789876,176.8,8.049844718999243,54.3,2765,ohc,six,1.0320820818498888,mpfi,3.31,0.6830968447064438,0.3253388843073544,4.795790545596741,4250,21,28,1.5890900757480335,21105.0
15,1,bmw z4,gas,std,four,sedan,rwd,front,0.19724742251934865,189.0,8.179242018671413,55.7,3055,ohc,six,1.0320820818498888,mpfi,3.31,0.6830968447064438,0.3253388843073544,4.795790545596741,4250,20,25,1.5893684976612033,24565.0
16,0,bmw x4,gas,std,four,sedan,rwd,front,0.19724742251934865,189.0,8.179242018671413,55.7,3230,ohc,six,1.0336849969665753,mpfi,3.62,0.5766133643039937,0.325172027191599,5.204006687076795,5400,16,22,1.5897350950974858,30760.0
17,0,bmw x5,gas,std,two,sedan,rwd,front,0.19724742251934865,193.8,8.240145629781066,53.7,3380,ohc,six,1.0336849969665753,mpfi,3.62,0.5766133643039937,0.325172027191599,5.204006687076795,5400,16,22,1.5901437950123805,41315.0
18,0,bmw x3,gas,std,four,sedan,rwd,front,0.19724742252254063,197.0,8.420213774008355,56.3,3505,ohc,six,1.0336849969665753,mpfi,3.62,0.5766133643039937,0.325172027191599,5.204006687076795,5400,15,20,1.5899953720161573,36880.0
19,2,chevrolet impala,gas,std,two,hatchback,fwd,front,0.1972474225046373,141.1,7.76530746332687,53.2,1488,l,three,1.0198390052015898,2bbl,2.91,0.7608058290337602,0.3253974663429546,3.871201010907891,5100,47,53,1.5847278524131791,5151.0
20,1,chevrolet monte carlo,gas,std,two,hatchback,fwd,front,0.19724742251230815,155.9,7.974960814950754,52.0,1874,ohc,four,1.0260644426368357,2bbl,3.03,0.7227059828014898,0.3254077305566218,4.248495242049359,5400,38,43,1.5856065091492106,6295.0
21,0,chevrolet vega 2300,gas,std,four,sedan,fwd,front,0.19724742251230815,158.8,7.974960814950754,52.0,1909,ohc,four,1.0260644426368357,2bbl,3.03,0.7227059828014898,0.3254077305566218,4.248495242049359,5400,38,43,1.5857829825855783,6575.0
22,1,dodge rampage,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.8,1876,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.32538784506379165,4.219507705176107,5500,37,41,1.585085273259639,5572.0
23,1,dodge challenger se,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.8,1876,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5856594954987198,6377.0
24,1,dodge d200,gas,turbo,two,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.8,2128,ohc,four,1.0271436382509427,mpfi,3.03,0.5766133643039937,0.3250782440370009,4.624972813284271,5500,24,30,1.5865021332889508,7957.0
25,1,dodge monaco (sw),gas,std,four,hatchback,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.6,1967,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5855630384770054,6229.0
26,1,dodge colt hardtop,gas,std,four,sedan,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.6,1989,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5858531448245325,6692.0
27,1,dodge colt (sw),gas,std,four,sedan,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.6,1989,ohc,four,1.0260644426368357,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5863412052379138,7609.0
28,1,dodge coronet custom,gas,turbo,two,sedan,fwd,front,0.19724742251146885,157.3,7.987490219086343,50.6,2191,ohc,four,1.0271436382509427,mpfi,3.03,0.5766133643039937,0.3250782440370009,4.624972813284271,5500,24,30,1.5867546780430937,8558.0
29,-1,dodge dart custom,gas,std,four,wagon,fwd,front,0.19724742251923025,174.6,8.037412518964047,59.8,2535,ohc,four,1.0295456582712343,2bbl,3.34,0.5364933705145685,0.32526541272790754,4.477336814478207,5000,24,30,1.5868936672361666,8921.0
30,3,dodge coronet custom (sw),gas,turbo,two,hatchback,fwd,front,0.1972474225136772,173.2,8.142481194328912,50.2,2811,ohc,four,1.0317023685849405,mfi,3.6,0.23901690047049992,0.324893375842129,4.976733742420574,5000,19,24,1.5879937946021727,12964.0
31,2,honda civic,gas,std,two,hatchback,fwd,front,0.19724742250169933,144.6,7.993747556684537,50.8,1713,ohc,four,1.0263514960045894,1bbl,2.91,0.5653138090500603,0.3254077305566218,4.060443010546419,4800,49,54,1.585723877418297,6479.0
32,2,honda civic cvcc,gas,std,two,hatchback,fwd,front,0.19724742250169933,144.6,7.993747556684537,50.8,1819,ohc,four,1.0263514960045894,1bbl,2.91,0.5653138090500603,0.325363876971065,4.330733340286331,6000,31,38,1.5859476288932262,6855.0
33,1,honda civic,gas,std,two,hatchback,fwd,front,0.19724742251146885,150.0,8.0,52.6,1837,ohc,four,1.0242312935078826,1bbl,2.91,0.7419373447293773,0.3254530770882631,4.0943445622221,5500,38,42,1.5849438970097571,5399.0
34,1,honda accord cvcc,gas,std,two,hatchback,fwd,front,0.19724742251146885,150.0,8.0,52.6,1940,ohc,four,1.0263514960045894,1bbl,2.91,0.5653138090500603,0.325363876971065,4.330733340286331,6000,30,34,1.5857548379226258,6529.0
35,1,honda civic cvcc,gas,std,two,hatchback,fwd,front,0.19724742251146885,150.0,8.0,52.6,1956,ohc,four,1.0263514960045894,1bbl,2.91,0.5653138090500603,0.325363876971065,4.330733340286331,6000,30,34,1.5860984795429225,7129.0
36,0,honda accord lx,gas,std,four,sedan,fwd,front,0.19724742251422767,163.4,8.0,54.5,2010,ohc,four,1.0263514960045894,1bbl,2.91,0.5653138090500603,0.325363876971065,4.330733340286331,6000,30,34,1.5861853600050781,7295.0
37,0,honda civic 1500 gl,gas,std,four,wagon,fwd,front,0.19724742251422767,157.1,7.993747556684537,58.3,2024,ohc,four,1.0263514960045894,1bbl,2.92,0.5653138090500603,0.325363876971065,4.330733340286331,6000,30,34,1.5861853600050781,7295.0
38,0,honda accord,gas,std,two,hatchback,fwd,front,0.19724742251422767,167.5,8.07465169527454,53.3,2236,ohc,four,1.028473175247771,1bbl,3.15,0.46373401623214006,0.3253388843073544,4.454347296253507,5800,27,33,1.5864743092093532,7895.0
39,0,honda civic 1300,gas,std,two,hatchback,fwd,front,0.19724742251422767,167.5,8.07465169527454,53.3,2289,ohc,four,1.028473175247771,1bbl,3.15,0.46373401623214006,0.3253388843073544,4.454347296253507,5800,27,33,1.5869570721686006,9095.0
40,0,honda prelude,gas,std,four,sedan,fwd,front,0.19724742251422767,175.4,8.07465169527454,54.1,2304,ohc,four,1.028473175247771,1bbl,3.15,0.46373401623214006,0.3253388843073544,4.454347296253507,5800,27,33,1.5868653373698305,8845.0
41,0,honda accord,gas,std,four,sedan,fwd,front,0.19724742251422767,175.4,7.905694150420948,54.1,2372,ohc,four,1.028473175247771,1bbl,3.15,0.46373401623214006,0.3253388843073544,4.454347296253507,5800,27,33,1.587346069943764,10295.0
42,0,honda civic,gas,std,four,sedan,fwd,front,0.19724742251422767,175.4,8.07465169527454,54.1,2465,ohc,four,1.028473175247771,mpfi,3.15,0.46373401623214006,0.3253388843073544,4.61512051684126,5800,24,28,1.5879899628265264,12945.0
43,1,honda civic (auto),gas,std,two,sedan,fwd,front,0.19724742251422767,169.1,8.12403840463596,51.0,2293,ohc,four,1.028473175247771,2bbl,3.15,0.46373401623214006,0.32535166006774713,4.605170185988092,5500,25,31,1.587360670735261,10345.0
44,0,isuzu MU-X,gas,std,four,sedan,rwd,front,0.19724742251210237,170.7,7.861297602813418,53.5,2337,ohc,four,1.028571231507538,2bbl,3.31,0.6626879730752367,0.32526541272790754,4.356708826689592,4800,24,29,1.5859075057525456,6785.0
45,1,isuzu D-Max ,gas,std,two,sedan,fwd,front,0.19724742251230815,155.9,7.974960814950754,52.0,1874,ohc,four,1.0260644426368357,2bbl,3.03,0.7227059828014898,0.3254077305566218,4.248495242049359,5400,38,43,1.5868920007646643,8916.5
46,0,isuzu D-Max V-Cross,gas,std,four,sedan,fwd,front,0.19724742251230815,155.9,7.974960814950754,52.0,1909,ohc,four,1.0260644426368357,2bbl,3.03,0.7227059828014898,0.3254077305566218,4.248495242049359,5400,38,43,1.5868920007646643,8916.5
47,2,isuzu D-Max ,gas,std,two,hatchback,rwd,front,0.1972474225137704,172.6,8.07465169527454,51.4,2734,ohc,four,1.0292974345107653,spfi,3.43,0.6626879730752367,0.325363876971065,4.499809670330265,5000,24,29,1.5875544727652564,11048.0
48,0,jaguar xj,gas,std,four,sedan,rwd,front,0.1972474225236657,199.6,8.342661445845684,52.8,4066,dohc,six,1.0348041841032227,mpfi,3.63,0.0,0.3251926038355387,5.170483995038151,4750,15,19,1.589805829972215,32250.0
49,0,jaguar xf,gas,std,four,sedan,rwd,front,0.1972474225236657,199.6,8.342661445845684,52.8,4066,dohc,six,1.0348041841032227,mpfi,3.63,0.0,0.3251926038355387,5.170483995038151,4750,15,19,1.5899450547984744,35550.0
50,0,jaguar xk,gas,std,two,sedan,rwd,front,0.1972474225184257,191.7,8.402380615040002,47.8,3950,ohcv,twelve,1.035808393323849,mpfi,3.54,0.8796267475025636,0.3255414404853537,5.568344503761097,5000,13,17,1.5899624179490117,36000.0
51,1,maxda rx3,gas,std,two,hatchback,fwd,front,0.19724742251081026,159.1,8.012490249604053,54.1,1890,ohc,four,1.026209516361916,2bbl,3.03,0.7030975114131134,0.3253388843073544,4.219507705176107,5000,30,31,1.5847674059137298,5195.0
52,1,maxda glc deluxe,gas,std,two,hatchback,fwd,front,0.19724742251081026,159.1,8.012490249604053,54.1,1900,ohc,four,1.026209516361916,2bbl,3.03,0.7030975114131134,0.3253388843073544,4.219507705176107,5000,31,38,1.5854724302255787,6095.0
53,1,mazda rx2 coupe,gas,std,two,hatchback,fwd,front,0.19724742251081026,159.1,8.012490249604053,54.1,1905,ohc,four,1.026209516361916,2bbl,3.03,0.7030975114131134,0.3253388843073544,4.219507705176107,5000,31,38,1.5859132788118122,6795.0
54,1,mazda rx-4,gas,std,four,sedan,fwd,front,0.19724742251081026,166.8,8.012490249604053,54.1,1945,ohc,four,1.026209516361916,2bbl,3.03,0.7030975114131134,0.3253388843073544,4.219507705176107,5000,31,38,1.5858549175769823,6695.0
55,1,mazda glc deluxe,gas,std,four,sedan,fwd,front,0.19724742251081026,166.8,8.012490249604053,54.1,1950,ohc,four,1.026209516361916,2bbl,3.08,0.7030975114131134,0.3253388843073544,4.219507705176107,5000,31,38,1.5862361603639323,7395.0
56,3,mazda 626,gas,std,two,hatchback,rwd,front,0.19724742251310537,169.0,8.105553651663778,49.6,2380,rotor,two,1.0223121518138212,4bbl,3.33,0.6497176226326093,0.3253867527956741,4.61512051684126,6000,17,23,1.5875273487100812,10945.0
57,3,mazda glc,gas,std,two,hatchback,rwd,front,0.19724742251310537,169.0,8.105553651663778,49.6,2380,rotor,two,1.0223121518138212,4bbl,3.33,0.6497176226326093,0.3253867527956741,4.61512051684126,6000,17,23,1.5877512551491344,11845.0
58,3,mazda rx-7 gs,gas,std,two,hatchback,rwd,front,0.19724742251310537,169.0,8.105553651663778,49.6,2385,rotor,two,1.0223121518138212,4bbl,3.33,0.6497176226326093,0.3253867527956741,4.61512051684126,6000,17,23,1.5881253614815014,13645.0
59,3,mazda glc 4,gas,std,two,hatchback,rwd,front,0.19724742251310537,169.0,8.105553651663778,49.6,2500,rotor,two,1.0244183624959138,mpfi,3.33,0.6497176226326093,0.3253867527956741,4.90527477843843,6000,16,23,1.5884567960323246,15645.0
60,1,mazda 626,gas,std,two,hatchback,fwd,front,0.1972474225161565,177.8,8.154753215150045,53.7,2385,ohc,four,1.0295456582712343,2bbl,3.39,0.5766133643039937,0.32528151371250086,4.430816798843313,4800,26,32,1.5868653373698305,8845.0
61,0,mazda glc custom l,gas,std,four,sedan,fwd,front,0.1972474225161565,177.8,8.154753215150045,55.5,2410,ohc,four,1.0295456582712343,2bbl,3.39,0.5766133643039937,0.32528151371250086,4.430816798843313,4800,26,32,1.5867295746888135,8495.0
62,1,mazda glc custom,gas,std,two,hatchback,fwd,front,0.1972474225161565,177.8,8.154753215150045,53.7,2385,ohc,four,1.0295456582712343,2bbl,3.39,0.5766133643039937,0.32528151371250086,4.430816798843313,4800,26,32,1.5874319865052344,10595.0
63,0,mazda rx-4,gas,std,four,sedan,fwd,front,0.1972474225161565,177.8,8.154753215150045,55.5,2410,ohc,four,1.0295456582712343,2bbl,3.39,0.5766133643039937,0.32528151371250086,4.430816798843313,4800,26,32,1.5873313532432292,10245.0
64,0,mazda glc deluxe,diesel,std,four,sedan,fwd,front,0.1972474225161565,177.8,8.154753215150045,55.5,2443,ohc,four,1.0295456582712343,idi,3.39,0.5766133643039937,0.32569953407995395,4.1588830833596715,4650,36,42,1.5874870957701854,10795.0
65,0,mazda 626,gas,std,four,hatchback,fwd,front,0.1972474225161565,177.8,8.154753215150045,55.5,2425,ohc,four,1.0295456582712343,2bbl,3.39,0.5766133643039937,0.32528151371250086,4.430816798843313,4800,26,32,1.5876052210440526,11245.0
66,0,mazda glc,gas,std,four,sedan,rwd,front,0.19724742252013983,175.0,8.130190649671137,54.4,2670,ohc,four,1.0308154692459077,mpfi,3.76,0.6981347220709843,0.325172027191599,4.787491742782046,5000,19,27,1.588800910273483,18280.0
67,0,mazda rx-7 gs,diesel,std,four,sedan,rwd,front,0.19724742252013983,175.0,8.130190649671137,54.4,2700,ohc,four,1.0304293908141533,idi,3.43,0.425267735404344,0.32569727586622854,4.276666119016055,4200,31,39,1.5888082571380806,18344.0
68,-1,buick electra 225 custom,diesel,turbo,four,sedan,rwd,front,0.19724742252254063,190.9,8.384509526501834,56.5,3515,ohc,five,1.0328531741957463,idi,3.58,0.425267735404344,0.32569547463449783,4.812184355372417,4350,22,25,1.5894365091652005,25552.0
69,-1,buick century luxus (sw),diesel,turbo,four,wagon,rwd,front,0.19724742252254063,190.9,8.384509526501834,58.7,3750,ohc,five,1.0328531741957463,idi,3.58,0.425267735404344,0.32569547463449783,4.812184355372417,4350,22,25,1.5896022781535875,28248.0
70,0,buick century,diesel,turbo,two,hardtop,rwd,front,0.19724742252106736,187.5,8.384509526501834,54.9,3495,ohc,five,1.0328531741957463,idi,3.58,0.425267735404344,0.32569547463449783,4.812184355372417,4350,22,25,1.589598188689255,28176.0
71,-1,buick skyhawk,diesel,turbo,four,sedan,rwd,front,0.1972474225245042,202.6,8.46758525200662,56.3,3770,ohc,five,1.0328531741957463,idi,3.58,0.425267735404344,0.32569547463449783,4.812184355372417,4350,22,25,1.5897756404829433,31600.0
72,-1,buick opel isuzu deluxe,gas,std,four,sedan,rwd,front,0.1972474225245042,202.6,8.46758525200662,56.5,3740,ohcv,eight,1.0343134633561848,mpfi,3.46,0.7275486072772777,0.325230792554563,5.043425116919247,4750,16,18,1.5898900816071857,34184.0
73,3,buick skylark,gas,std,two,convertible,rwd,front,0.19724742251431743,180.3,8.396427811873332,50.8,3685,ohcv,eight,1.0343134633561848,mpfi,3.46,0.7275486072772777,0.325230792554563,5.043425116919247,4750,16,18,1.5899255771422984,35056.0
74,0,buick century special,gas,std,four,sedan,rwd,front,0.19724742252589864,208.1,8.46758525200662,56.7,3900,ohcv,eight,1.0355849339380814,mpfi,3.8,0.5988365010887039,0.325172027191599,5.214935757608986,4500,14,16,1.5901328835907036,40960.0
75,1,buick regal sport coupe (turbo),gas,std,two,hardtop,rwd,front,0.19724742252331087,199.2,8.48528137423857,55.4,3715,ohcv,eight,1.035531753283168,mpfi,3.8,0.5988365010887039,0.325172027191599,5.214935757608986,4500,14,16,1.5902592371047393,45400.0
76,1,mercury cougar,gas,turbo,two,hatchback,rwd,front,0.1972474225188666,178.4,8.246211251235321,54.8,2910,ohc,four,1.0308154692459077,mpfi,3.78,0.7178397931503168,0.325172027191599,5.1647859739235145,5000,19,24,1.5885786382240699,16503.0
77,2,mitsubishi mirage,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,8.024961059095553,50.8,1918,ohc,four,1.0263514960045894,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,37,41,1.5849354995644522,5389.0
78,2,mitsubishi lancer,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,8.024961059095553,50.8,1944,ohc,four,1.0263514960045894,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5855363258298536,6189.0
79,2,mitsubishi outlander,gas,std,two,hatchback,fwd,front,0.19724742251146885,157.3,8.024961059095553,50.8,2004,ohc,four,1.0263514960045894,2bbl,2.97,0.6626879730752367,0.3253867527956741,4.219507705176107,5500,31,38,1.5858395106086758,6669.0
80,1,mitsubishi g4,gas,turbo,two,hatchback,fwd,front,0.19724742251069796,157.3,7.987490219086343,50.8,2145,ohc,four,1.0271436382509427,spdi,3.03,0.5766133643039937,0.3250782440370009,4.624972813284271,5500,24,30,1.5863792483223977,7689.0
81,3,mitsubishi mirage g4,gas,turbo,two,hatchback,fwd,front,0.19724742251404648,173.0,8.087026647662292,49.4,2370,ohc,four,1.028473175247771,spdi,3.17,0.5364933705145685,0.3250515305578951,4.7535901911063645,5500,23,30,1.5872448706339348,9959.0
82,3,mitsubishi g4,gas,std,two,hatchback,fwd,front,0.19724742251404648,173.0,8.087026647662292,49.4,2328,ohc,four,1.0295456582712343,2bbl,3.35,0.5364933705145685,0.32526541272790754,4.477336814478207,5000,25,32,1.5867311775560033,8499.0
83,3,mitsubishi outlander,gas,turbo,two,hatchback,fwd,front,0.1972474225136772,173.2,8.142481194328912,50.2,2833,ohc,four,1.0317023685849405,spdi,3.58,0.2700271372130602,0.324893375842129,4.976733742420574,5000,19,24,1.5879248625888618,12629.0
84,3,mitsubishi g4,gas,turbo,two,hatchback,fwd,front,0.1972474225136772,173.2,8.142481194328912,50.2,2921,ohc,four,1.0317023685849405,spdi,3.59,0.2700271372130602,0.324893375842129,4.976733742420574,5000,19,24,1.5883368362437829,14869.0
85,3,mitsubishi mirage g4,gas,turbo,two,hatchback,fwd,front,0.1972474225136772,173.2,8.142481194328912,50.2,2926,ohc,four,1.0317023685849405,spdi,3.59,0.2700271372130602,0.324893375842129,4.976733742420574,5000,19,24,1.5882743022201617,14489.0
86,1,mitsubishi montero,gas,std,four,sedan,fwd,front,0.19724742251404648,172.4,8.087026647662292,51.6,2365,ohc,four,1.0295456582712343,2bbl,3.35,0.5364933705145685,0.32526541272790754,4.477336814478207,5000,25,32,1.5860226055278035,6989.0
87,1,mitsubishi pajero,gas,std,four,sedan,fwd,front,0.19724742251404648,172.4,8.087026647662292,51.6,2405,ohc,four,1.0295456582712343,2bbl,3.35,0.5364933705145685,0.32526541272790754,4.477336814478207,5000,25,32,1.5866031941021081,8189.0
88,1,mitsubishi outlander,gas,turbo,four,sedan,fwd,front,0.19724742251404648,172.4,8.087026647662292,51.6,2403,ohc,four,1.028473175247771,spdi,3.17,0.5364933705145685,0.3250515305578951,4.7535901911063645,5500,23,30,1.5870220075334522,9279.0
89,-1,mitsubishi mirage g4,gas,std,four,sedan,fwd,front,0.19724742251404648,172.4,8.087026647662292,51.6,2403,ohc,four,1.028473175247771,spdi,3.17,0.5364933705145685,0.3250515305578951,4.7535901911063645,5500,23,30,1.5870220075334522,9279.0
90,1,Nissan versa,gas,std,two,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,1889,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.585026500783689,5499.0
91,1,nissan gt-r,diesel,std,two,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,2017,ohc,four,1.0277345369749815,idi,2.99,0.5306282510621703,0.3256969289455,4.007333185232471,4800,45,50,1.5860824260526885,7099.0
92,1,nissan rogue,gas,std,two,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,1918,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5858275923901728,6649.0
93,1,nissan latio,gas,std,four,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,1938,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5859442159412445,6849.0
94,1,nissan titan,gas,std,four,wagon,fwd,front,0.19724742251230815,170.2,7.987490219086343,53.5,2024,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.586212931985951,7349.0
95,1,nissan leaf,gas,std,two,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,1951,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5861874137586327,7299.0
96,1,nissan juke,gas,std,two,hatchback,fwd,front,0.19724742251230815,165.6,7.987490219086343,53.3,2028,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5864305176883327,7799.0
97,1,nissan latio,gas,std,four,sedan,fwd,front,0.19724742251230815,165.3,7.987490219086343,54.5,1971,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5862878197677717,7499.0
98,1,nissan note,gas,std,four,wagon,fwd,front,0.19724742251230815,170.2,7.987490219086343,53.5,2037,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5865207821419196,7999.0
99,2,nissan clipper,gas,std,two,hardtop,fwd,front,0.19724742251290986,162.4,7.987490219086343,53.3,2008,ohc,four,1.0270182915095782,2bbl,3.15,0.6312717768418578,0.3253867527956741,4.23410650459726,5200,31,37,1.5866285753635725,8249.0
100,0,nissan rogue,gas,std,four,hatchback,fwd,front,0.19724742251484423,173.4,8.07465169527454,54.7,2324,ohc,four,1.0293815283305232,2bbl,3.33,0.5306282510621703,0.32526541272790754,4.574710978503383,5200,27,34,1.5869040057245352,8949.0
101,0,nissan nv200,gas,std,four,sedan,fwd,front,0.19724742251484423,173.4,8.07465169527454,54.7,2302,ohc,four,1.0293815283305232,2bbl,3.33,0.5306282510621703,0.32526541272790754,4.574710978503383,5200,27,34,1.5871135876995046,9549.0
102,0,nissan dayz,gas,std,four,sedan,fwd,front,0.19724742251734595,181.7,8.154753215150045,55.1,3095,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3253388843073544,5.0238805208462765,5200,17,22,1.5880980664800441,13499.0
103,0,nissan fuga,gas,std,four,wagon,fwd,front,0.19724742251734595,184.6,8.154753215150045,56.1,3296,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3253388843073544,5.0238805208462765,5200,17,22,1.5882590989292802,14399.0
104,0,nissan otti,gas,std,four,sedan,fwd,front,0.19724742251734595,184.6,8.154753215150045,55.1,3060,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3253388843073544,5.0238805208462765,5200,19,25,1.5880980664800441,13499.0
105,3,nissan teana,gas,std,two,hatchback,rwd,front,0.19724742250867186,170.7,8.240145629781066,49.7,3071,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3253388843073544,5.075173815233827,5200,19,25,1.5886701448697234,17199.0
106,3,nissan kicks,gas,turbo,two,hatchback,rwd,front,0.19724742250867186,170.7,8.240145629781066,49.7,3139,ohcv,six,1.0327794884009156,mpfi,3.43,0.6418538861723947,0.3251275810485461,5.298317366548036,5200,17,23,1.5889546013629694,19699.0
